,tag,quote
0, compassion,Doing nothing for others is the undoing of ourselves.
0, happiness,"It’s funny how one summer can change everything. It must be something about the heat and the smell of chlorine, fresh-cut grass and honeysuckle, asphalt sizzling after late-day thunderstorms, the steam rising while everything drips around it. Something about long, lazy days and whirring air conditioners and bright plastic flip-flops from the drugstore thwacking down the street. Something about fall being so close, another year, another Christmas, another beginning. So much in one summer, stirring up like the storms that crest at the end of each day, blowing out all the heat and dirt to leave everything gasping and cool. Everyone can reach back to one summer and lay a finger to it, finding the exact point when everything changed. That summer was mine."
0, death,Do not act as if you had ten thousand years to throw away. Death stands at your elbow. Be good for something while you live and it is in your power.
0, inspirational,"The best of a book is not the thought which it contains, but the thought which it suggests; just as the charm of music dwells not in the tones but in the echoes of our hearts."
0, friends,Don't let the tall weeds cast a shadow on the beautiful flowers in your garden.
0, homophobia,What's unnatural is homophobia. Homo sapiens is the only species in all of nature that responds with hate to homosexuality.
0, career,"We cannot change what we are not aware of, and once we are aware, we cannot help but change."
0, inspirational,"If freedom is short of weapons, we must compensate with willpower."
0, healing,"The sun shall always rise upon a new day and there shall always be a rose garden within me. Yes, there is a part of me that is broken, but my broken soil gives way to my wild roses."
0, insistence,"I'm an adventurer, looking for treasure"
0, god,"He who defends with love will be secure; Heaven will save him, and protect him with love."
0, inspirational,I am striving to give back the Divine in myself to the Divine in the All.
0, inspirational,Who we are in the present includes who we were in the past.
0, dexter,"But as I have noticed on more than one occaision, life itself is unfair, and there is no complaint department, so we might as well accept things the way they happen, clean up the mess, and move on."
0, inspirational-attitude,"It is when you lose sight of yourself, that you lose your way. To keep your truth in sight you must keep yourself in sight and the world to you should be a mirror to reflect to you your image; the world should be a mirror that you reflect upon."
0, hindu,Anyone who is steady in his determination for the advanced stage of spiritual realization and can equally tolerate the onslaughts of distress and happiness is certainly a person eligible for liberation.
0, destiny,"When you become the image of your own imagination, it's the most powerful thing you could ever do."
0, belief,"Always Remember to take your Vitamins: Take your Vitamin A for ACTION, Vitamin B for Belief, Vitamin C for Confidence ,Vitamin D for Discipline, Vitamin E for Enthusiasm!!"
0, imagination,"In imagination she sailed over storied seas that wash the distant shining shores of ""faëry lands forlorn,"" where lost Atlantis and Elysium lie, with the evening star for pilot, to the land of Heart's Desire. And she was richer in those dreams than in realities; for things seen pass away, but the things that are unseen are eternal."
0, contemplate,Better to illuminate than merely to shine to deliver to others contemplated truths than merely to contemplate.
0, creative,"Blessed are the weird people: poets, misfits, writersmystics, painters, troubadoursfor they teach us to see the world through different eyes."
0, inspirational,"And so even though we face the difficulties of today and tomorrow, I still have a dream. It is a dream deeply rooted in the American dream."
0, inspirational,"The important thing is not the object of love, but the emotion itself."
0, inspirational,"I ended my first book with the words 'no answer.' I know now, Lord, why you utter no answer. You are yourself the answer. Before your face questions die away. What other answer would suffice? Only words, words; to be led out to battle against other words."
0, inspirational,Better not to give in to it. It takes ten times as long to put yourself back together as it does to fall apart.
0, inspirational,"We must pass through the darkness, to reach the light."
0, opposition,Great spirits have always encountered opposition from mediocre minds. The mediocre mind is incapable of understanding the man who refuses to bow blindly to conventional prejudices and chooses instead to express his opinions courageously and honestly.
0, fear-and-loathing,"It is foolish to tear one’s hair in grief, as though sorrow would be made less by baldness."
0, inspirational,No other success can compensate for failure in the home.
0, love,"Once time is lit, it will burn whether or not you're breathing it in. Even after smoke becomes air, there is the memory of smoke. I am seeing as if by the light of a match, a glimpse of my life and having it feel right."
0, dare,"Every day God invites us on the same kind of adventure. It's not a trip where He sends us a rigid itinerary, He simply invites us. God asks what it is He's made us to love, what it is that captures our attention, what feeds that deep indescribable need of our souls to experience the richness of the world He made. And then, leaning over us, He whispers, ""Let's go do that together."
0, experience,"The moral of the story is even though that seemed like the end of the world back then, right now I can look back on it and laugh. And if anyone is going through something similar right now just know it will get better."
0, leigh-bardugo,"What is she to you anyway?""""Here's my answer captain. She's the thing that made this all okay-the threadbare coats and the old boots and the guns that jams when you most need them to fire, the loneliness of knowing that you don't matter, that you will never matter, the fact that you're just another body, another uniform to be sent into the fold or the frost, another good boy who knows his place, who does his job, who doesn't ask questions, who will lie down and die and be forgotten. What is she? She's everything, you dumb son of a bitch."
0, inspirational,"The universe is a million billion light-years wide, and every inch of it would kill you if you went there. This is the position of the universe with regards to human life."
0, insightful,"I used to think the world was broken down by tribes,' I said. 'By Black and White. By Indian and White. But I know this isn't true. The world is only broken into two tribes: the people who are assholes and the people who are not."
0, self-esteem,"Love me or hate me, i swear it won't make or break me."
0, heartbreak,"To make real friends you have to put yourself out there. Sometimes people will let you down, but you can't let that stop you. If you get hurt, you just pick yourself up, dust off your feelings, and try again."
0, cute,"You would have made a fine warrior, you know that?""I am one. Death is my enemy.""Yeah, it is, isn't it."" God, it made such sense that he'd bonded with her. She was a fighter… like him. ""Your scalpel's your dagger.""Yup."
0, inspirational,"As you walk through forestsor the meadows of your mind,Stop and talk to those you fearGood friendships you may find"
0, perfectionism,"Too many people spend too much time trying to perfect something before they actually do it. Instead of waiting for perfection, run with what you go, and fix it along the way…"
0, inspirational,"If I were given the opportunity to present a gift to the next generation, it would be the ability for each individual to learn to laugh at himself."
0, inspirational,"There isn't time, so brief is life, for bickerings, apologies, heartburnings, callings to account. There is only time for loving, and but an instant, so to speak, for that."
0, meditation,"We carry about us the burden of what thousands of people have said and the memories of all our misfortunes. To abandon all that is to be alone, and the mind that is alone is not only innocent but young -- not in time or age, but young, innocent, alive at whatever age -- and only such a mind can see that which is truth and that which is not measurable by words."
0, morrie,"We all have same beginning (BIRTH), and we will have same ending (DEATH). So how different can we be?"
0, lady-gaga,"just remember: i love you, and love yourselves. 'cause, little monsters, you were born that way baby."
0, dreamer,You are stronger than you know.
0, christian,"Work is a blessing. God has so arranged the world that work is necessary, and He gives us hands and strength to do it. The enjoyment of leisure would be nothing if we had only leisure. It is the joy of work well done that enables us to enjoy rest, just as it is the experiences of hunger and thirst that make food and drink such pleasures."
0, hackers,There are few sources of energy so powerful as a procrastinating college student.
0, self-esteem,"Forget about self-image and self-judgment. It's about self-love, and no one teaches you that at school. No one teaches you that if you accept and love yourself, nothing and no one can touch you. This is the only face and body you're ever going to get, so be comfortable and happy in it. Own it. Own every aspect of who you are and present it to the world with the utmost pride."
0, inspirational,"No one invites you to the top - you have to claw your way up. When you get there, you will sit with the others who were also uninvited - giggling. "
0, kindness,"Nothing is so much calculated to lead people to forsake sin as to take them by the hand and to watch over them in tenderness. When persons manifest the least kindness and love to me, O what pow'r it has over my mind."
0, courage,"‎""What does it mean if i'm afraid? Does it mean something bad is going to happen?"" ""No, it doesn't mean something bad is going to happen. It just means that you have the chance to be brave."
0, peace,"We often think of peace as the absence of war, that if powerful countries would reduce their weapon arsenals, we could have peace. But if we look deeply into the weapons, we see our own minds- our own prejudices, fears and ignorance. Even if we transport all the bombs to the moon, the roots of war and the roots of bombs are still there, in our hearts and minds, and sooner or later we will make new bombs. To work for peace is to uproot war from ourselves and from the hearts of men and women. To prepare for war, to give millions of men and women the opportunity to practice killing day and night in their hearts, is to plant millions of seeds of violence, anger, frustration, and fear that will be passed on for generations to come. "
0, prayer,Do not pray for easy lives. Pray to be stronger men.
0, healing,"Dear Human:You've got it all wrong.You didn't come here to master unconditional love. This is where you came from and where you'll return.You came here to learn personal love.Universal love.Messy love.Sweaty Love.Crazy love.Broken love.Whole love.Infused with divinity.Lived through the grace of stumbling.Demonstrated through the beauty of... messing up.Often.You didn't come here to be perfect, you already are.You came here to be gorgeously human. Flawed and fabulous.And rising again into remembering.But unconditional love? Stop telling that story.Love in truth doesn't need any adjectives.It doesn't require modifiers.It doesn't require the condition of perfection.It only asks you to show up.And do your best.That you stay present and feel fully.That you shine and fly and laugh and cry and hurt and heal and fall and get back up and play and work and live and die as YOU.Its enough.It's Plenty."
0, fireheart,"[Fireheart]mewed,""It's not my place to judge you."" Greystripe looked up as Fireheart went on."" Greystripe, whatever you decide to do, I will always be your friend."
0, inspirational,"Now, five years is nothing in a man's life except when he is very young and very old...- Wang Lung"
0, mythology,You become mature when you become the authority of your own life.
0, existentialism,He who jumps into the void owes no explanation to those who stand and watch.
0, ethics,I have something that I call my Golden Rule. It goes something like this: 'Do unto others twenty-five percent better than you expect them to do unto you.' … The twenty-five percent is for error.
0, inspirational,"Given a choice between life and death, choose life. Given a choice between right and wrong, choose what's right. And given a choice between a terrible truth and a beautiful lie, choose the truth every time."
0, inspirational,It is better to fill your head with useless knowledge than no knowledge at all.
0, curiosity,"It's daring to be curious about the unknown, to dream big dreams, to live outside prescribed boxes, to take risks, and above all, daring to investigate the way we live until we discover the deepest treasured purpose of why we are here."
0, equality,"When you grow up as a girl, the world tells you the things that you are supposed to be: emotional, loving, beautiful, wanted. And then when you are those things, the world tells you they are inferior: illogical, weak, vain, empty."
0, inspirational,"It seems that a profound, impartial, and absolutely just opinion of our fellow-creatures is utterly unknown. Either we are men, or we are women. Either we are cold, or we are sentimental. Either we are young, or growing old. In any case life is but a procession of shadows, and God knows why it is that we embrace them so eagerly, and see them depart with such anguish, being shadows. And why, if this -- and much more than this is true -- why are we yet surprised in the window corner by a sudden vision that the young man in the chair is of all things in the world the most real, the most solid, the best known to us--why indeed? For the moment after we know nothing about him.Such is the manner of our seeing. Such the conditions of our love."
0, books,"A book series is never truly over. The story lives on, even when the final page has been turned."
0, inspirational,A beautiful thing happens when we start paying attention to each other. It is by participating more in your relationship that you breathe life into it.
0, inspirational,"If you do what you've always done, you'll get what you've always gotten. "
0, huxley,"The trouble with fiction,"" said John Rivers, ""is that it makes too much sense. Reality never makes sense."
0, growing-older,"I don’t ever remember being afraid of “oldness”.There are things I miss about being younger - chiefly the ability to pull all-nighters and keep working and working well; and being smiled at by girls I didn’t know who thought I was cute; and I wish I had the eyesight I had even five years ago… but that stuff feels pretty trivial. I’m happier than I’ve been at any time in my life these days. I have a wonderful wife whom I adore, watched three amazing kids grow into two delightful adults and my favourite teenager, an astonishing number of grand life experiences, I’ve made art I’m proud of, I have real, true, glorious friends, and I’ve been able to do real good for things I care about, like freedom of speech, like libraries.Sometimes I’ll do something like An Evening With Neil and Amanda, or the 8 in 8 project, and completely surprise myself.I miss friends who have died, but then, I’m glad that time gave them to me, to befriend, even for a while, and that I was alive to know them. I knew Douglas Adams, and I knew Roger Zelazny, and I knew John M Ford, and I knew Diana Wynne Jones… do you know how lucky that makes me?Ah, I’m rabbiting on, and I sound a bit more Pollyannaish than I’m intending to sound: I know the downside of age and the downside of time, and I am sure that the view from age 51 is not the view from age 71.I wish the time hadn’t gone so fast, though. And sometimes I wish I’d enjoyed it more on the way, and worried about it less."
0, climax,"Kaladin screamed, reaching the end of the bridge. Finding a tiny surge of strength somewhere, he raised his spear and threw himself off the end of the wooden platform, launching into the air above the cavernous void.	Bridgemen cried out in dismay. Syl zipped about him with worry. Parshendi looked up with amazement as a lone bridgeman sailed through the air toward them.	His drained, worn-out body barely had any strength left. In that moment of crystallized time, he looked down on his enemies. Parshendi with their marbled red and black skin. Soldiers raising finely crafted weapons, as if to cut him from the sky. Strangers, oddities in carapace breastplates and skullcaps. Many of them wearing beards.	Beards woven with glowing gemstones.	Kaladin breathed in.	Like the power of salvation itself—like rays of sunlight from the eyes of the Almighty—Stormlight exploded from those gemstones. It streamed through the air, pulled in visible streams, like glowing columns of luminescent smoke. Twisting and turning and spiraling like tiny funnel clouds until they slammed into him.	And the storm came to life again."
0, emotions,"Today, many will choose to live free of conditions and rules governing their own happiness. Why not you? Do not let another day go by where your dedication to other people's opinions is greater than your dedication to your own emotions! Today's a new day!"
0, hope,"You’re not a bad person, you’re just a little bit different and I’m a sucker for that."
0, beautiful,A respectable appearance is sufficient to make people more interested in your soul
0, love,"The two of you, there's something uncanny about the way you two are with each other. I mean everything--the way you look at each other, the way she relaxes when you put your hand on her back, the way you both seem to know what the other is always thinking, it's always struck me as extraordinary. That's another reason I keep putting marriage off. I know I want something like what you two share, and I'm not sure I've found it yet. I'm not sure I ever will. And with love like that, they say anything's possible, right?"
0, inspirational,"I know. It’s all wrong. By rights we shouldn’t even be here. But we are. It's like in the great stories, Mr. Frodo. The ones that really mattered. Full of darkness and danger they were. And sometimes you didn't want to know the end. Because how could the end be happy? How could the world go back to the way it was when so much bad had happened? But in the end, it’s only a passing thing, this shadow. Even darkness must pass. A new day will come. And when the sun shines it will shine out the clearer. Those were the stories that stayed with you. That meant something, even if you were too small to understand why. But I think, Mr. Frodo, I do understand. I know now. Folk in those stories had lots of chances of turning back, only they didn’t. They kept going, because they were holding on to something."
0, confidence,"Confidence is like a dragon where, for every head cut off, two more heads grow back."
0, inspirational,"Sometimes you can learn, even from a bad experience. By coping you become stronger. The pain does not go away, but it becomes manageable."
0, service,"Though my work may be menial, though my contribution may be small, I can perform it with dignity and offer it with unselfishness. My talents may not be great, but I can use them to bless the lives of others.... The goodness of the world in which we live is the accumulated goodness of many small and seemingly inconsequential acts."
0, dreams,"If you can’t believe in miracles, then believe in yourself. When you want something bad enough, let that drive push you to make it happen. Sometimes you’ll run into brick walls that are put there to test you. Find a way around them and stay focused on your dream. Where there’s a will, there’s a way."
0, inspirational,"With time and perspective we recognize that such problems in life do come for a purpose, if only to allow the one who faces such despair to be convinced that he really does need divine strength beyond himself, that she really does need the offer of heaven’s hand. Those who feel no need for mercy usually never seek it and almost never bestow it. Those who have never had a heartache or a weakness or felt lonely or forsaken never have had to cry unto heaven for relief of such personal pain. Surely it is better to find the goodness of God and the grace of Christ, even at the price of despair, than to risk living our lives in a moral or material complacency that has never felt any need for faith or forgiveness, any need for redemption or relief."
0, monastic,"By reading the scriptures I am so renewed that all nature seems renewed around me and with me. The sky seems to be a pure, a cooler blue, the trees a deeper green. The whole world is charged with the glory of God and I feel fire and music under my feet. "
0, inspirational,"So much for endings. Beginnings are always more fun. True connoisseurs, however, are known to favor the stretch in between, since it's the hardest to do anything with. That's about all that can be said for plots, which anyway are just one thing after another, a what and a what and a what."
0, celebrate,"I have a self-made quote: Celebrate diversity, practice acceptance and may we all choose peaceful options to conflict."
0, daring,"With a hint of good judgment, to fear nothing, not failure or suffering or even death, indicates that you value life the most. You live to the extreme; you push limits; you spend your time building legacies. Those do not die."
0, humorous-quotations,"Enjoy every ounce of your life, get high and be sincere to anybody that comes around you."
0, inspirational,But she loves me. Me. Just the way I am.
0, hope,Maybe love was meant to save us from ourselves.
0, inspirational,Concentration attracts luck factor.
0, choices,"It's up to you today to start making healthy choices. Not choices that are just healthy for your body, but healthy for your mind."
0, inspirational,"We may have all come on different ships, but we're in the same boat now."
0, family,"People aren't born good or bad. Maybe they're born with tendencies either way, but it's the way you live your life that matters. And the people you know. Valentine was Hodge's friend, and I don't think Hodge really had anyone else in his life to challenge him or make him be a better person. If I'd had that life, I don't know how I would have turned out. But I didn't. I have my family. And I have you."
0, religious,Respect for self is the beginning of cultivating virtue in men and women.
0, humor,"A real scientist solves problems, not wails that they are unsolvable."
0, hurt,"It was the moment I realized what music can do to people, how it can make you hurt and feel so good all at once."
0, life-lessons,"Do the kind of things that come from the heart, When you do, you won't be dissatisfied, you won't be envious, you won't be longing for somebody else's things. On the contrary, you'll be overhelmed with what comes back"
0, happiness,"Live life as though nobody is watching, and express yourself as though everyone is listening."
0, inspirational,"One of the best guides to how to be self-loving is to give ourselves the love we are often dreaming about receiving from others. There was a time when I felt lousy about my over-forty body, saw myself as too fat, too this, or too that. Yet I fantasized about finding a lover who would give me the gift of being loved as I am. It is silly, isn't it, that I would dream of someone else offering to me the acceptance and affirmation I was withholding from myself. This was a moment when the maxim ""You can never love anybody if you are unable to love yourself"" made clear sense. And I add, ""Do not expect to receive the love from someone else you do not give yourself."
0, atheism,"I have met some highly intelligent believers, but history has no record to say that [s]he knew or understood the mind of god. Yet this is precisely the qualification which the godly must claim—so modestly and so humbly—to possess. It is time to withdraw our 'respect' from such fantastic claims, all of them aimed at the exertion of power over other humans in the real and material world."
0, inspirational,Don't bother just to be better than your contemporaries or predecessors. Try to be better than yourself.
0, inspirational,"Buy or borrow self-improvement books, but don't read them. Stack them around your bedroom and use them as places to rest bowls of cookies.Watch exercise shows on television, but don't do the exercises. Practice believing that the benefit lies in imagining yourself doing the exercises.Don't power walk. Saunter slowly in the sun, eating chocolate, and carry a blanket so you can take a nap."
0, individuality,Be yourself. Don't worry about what other people are thinking of you.
0, destiny,"How aware are we of our own inner life, our spirituality-something so intangible yet so priceless? How much effort do we make to perceive that which is not obvious, which can neither be seen nor heard? I believe the exploration and enrichment of the human spirit is what determines our very humanity. Such enrichment provides an inner compass that can lead civilizations to greatness."
0, choices,"Attitude is more important than facts. It is more important than the past, than education, money, circumstances, than failures and success, than what other people think, say, or do. It is more important than appearance, ability, or skill. It will make or break a business, a home, a friendship, an organization. The remarkable thing is I have a choice every day of what my attitude will be. I cannot change my past. I cannot change the actions of others. I cannot change the inevitable. The only thing I can change is attitude. Life is ten percent what happens to me and ninety percent how I react to it."
0, feminism,Teach her that the idea of 'gender roles' is absolute nonsense. Do not ever tell her that she should or should not do something because she is a girl. 'Because you are a girl' is never reason for anything. Ever.
0, happiness,No one is to blame because there is no one other than you. Nothing is to disrespect because there is nothing other than you.
0, gay,"If a bullet should enter my brain, let that bullet destroy every closet door."
0, new-age,"If you want the best the world has to offer, offer the world your best."
0, fashion,Don't look to the approval of others for your mental stability
0, cure,"The question is not how to get cured, but how to live."
0, blood-red-road,"Don't give in to fear. Be strong, like i know you are. An never give up, d'you unnerstand, never. No matter what happens.I stare at him.I won't, I says. I ain't no quitter, Pa.That's my girl."
0, true-to-life,Love so joyfully and freely given can never be taken away. It is never truly gone.
0, loneliness,even in the loneliest momentsi have been therefor myself.
0, lds,"I think one of the sweetest lessons taught by the Prophet, and yet one of the saddest, occurred close to the time of his death. He was required to leave his plan and vision of the Rocky Mountains and give himself up to face a court of supposed justice.These are his words: 'I am going like a lamb to the slaughter; but I am calm as a summer's morning; I have a conscience void of offense towards God, and towards all men' (D&C 135:4). That statement of the Prophet teaches us obedience to law and the importance of having a clear conscience toward God and toward our fellowmen. The Prophet Joseph Smith taught these principles--by example.There was to be one great final lesson before his mortal life ended. He was incarcerated in Carthage Jail with his brother Hyrum, with John Taylor, and with Willard Richards. The angry mob stormed the jail; they came up the stairway, blasphemous in their cursing, heavily armed, and began to fire at will. Hyrum was hit and died. John Taylor took several balls of fire within his bosom. The Prophet Joseph, with his pistol in hand, was attempting to defend his life and that of his brethren, and yet he could tell from the pounding on the door that this mob would storm that door and would kill John Taylor and Willard Richards in an attempt to kill him.And so his last great act here upon the earth was to leave the door and lead Willard Richards to safety, throw the gun on the floor, and go to the window, that they might see him, that the attention of this ruthless mob might be focused upon him rather than the others. Joseph Smith gave his life. Willard Richards was spared, and John Taylor recovered from his wounds.'Greater love hath no man than this, that a man lay down his life for his friends' (John 15:13). The Prophet Joseph Smith taught us love--by example."
0, heavens,"The best remedy for those who are afraid, lonely or unhappy is to go outside, somewhere where they can be quite alone with the heavens, nature and God."
0, generosity,"Do not neglect to show hospitality to strangers, for by doing that some have entertained angels without knowing it."
0, fake,"Silk is a fine, delicate, soft, illuminating, beautiful substance. But you can never rip it! If a man takes this tender silk and attempts to tear it, and cannot tear it, is he in his right mind to say ""This silk is fake! I thought it was soft, I thought it was delicate, but look, I cannot even tear it"" ? Surely, this man is not in his right mind! The silk is not fake! This silk is 100% real. It's the man who is stupid!"
0, adversity,"Helen Keller became deaf, dumb, and blind shortly after birth. Despite her greatest misfortune, she has written her name indelibly in the pages of the history of the great. Her entire life has served as evidence that no one is ever defeated until defeat has been accepted as reality."
0, human-nature,"I find it odd- the greed of mankind. People only like you for as long as they perceive they can get what they want from you. Or for as long as they perceive you are who they want you to be. But I like people for all of their changing surprises, the thoughts in their heads, the warmth that changes to cold and the cold that changes to warmth... for being human. The rawness of being human delights me."
0, courage,"Real courage is doing the right thing when nobody's looking. Doing the unpopular thing because it's what you believe, and the heck with everybody."
0, dream,"To accomplish great things, we must dream as well as act."
0, christ,"We sinned for no reason but an incomprehensible lack of love, and He saved us for no reason but an incomprehensible excess of love."
0, happiness,"If you want to find happiness, find gratitude."
0, inspirational,Learn as if you were not reaching your goal and as though you were scared of missing it
0, inspirational,"Listen, God love everything you love - and a mess of stuff you don't. But more than anything else, God love admiration.You saying God vain? I ast.Naw, she say. Not vain, just wanting to share a good thing. I think it pisses God off if you walk by the color purple in a field somewhere and don't notice it.What it do when it pissed off? I ast.Oh, it make something else. People think pleasing God is all God care about. But any fool living in the world can see it always trying to please us back."
0, life,"One who has loved truly, can never lose entirely. Love is whimsical and temperamental. Its nature is ephemeral, and transitory. It comes when it pleases,and goes away without warning. Accept and enjoy it while it remains, but spend no time worrying about its departure. Worry will never bring it back."
0, inspirational,"If it’s going to be a world with no time for sentiment, it’s not a world that I want to live in."
0, inspirational,This is a love story. Twisted and messy. Flawed and screwed up. But it's ours. It's us. I don't know how our story will end. but I know it will start.
0, fearless,"I have seen sights and travelled in countries you cannot imagine. I have been afraid and I have been in danger, and I have never for one moment thought that I would throw myself at at a man for his help."
0, inspirational,You are the perfect creation of God. Don't allow you to be down. God is experiencing through you.
0, choices,"You have two choices, to conquer your fear or to let your fear conquer you."
0, inspiration,"Life is and will ever remain an equation incapable of solution, but it contains certain known factors."
0, inspirational,I was taught to strive not because there were any guarantees of success but because the act of striving is in itself the only way to keep faith with life.
0, inspirational,"By 20, you should be smart. By 30, you should be strong. By 40, you should be rich. By 50, you should be wise. But if you are smart, strong, rich and wise, you don't need any age limits."
0, brevity,"When we fully understand the brevity of life, its fleeting joys and unavoidable pains; when we accept the facts that all men and women are approaching an inevitable doom: the consciousness of it should make us more kindly and considerate of each other. This feeling should make men and women use their best efforts to help their fellow travelers on the road, to make the path brighter and easier as we journey on. It should bring a closer kinship, a better understanding, and a deeper sympathy for the wayfarers who must live a common life and die a common death."
0, inspirational,Live Long and Prosper
0, godly-woman,"The world has enough women who know how to be smart. It needs women who are willing to be simple. The world has enough women who know how to be brilliant. It needs some who will be brave. The world has enough women who are popular. It needs more who are pure. We need women, and men, too, who would rather be morally right than socially correct."
0, direction,"Stop in somebody's shadow to rest and cool down, and you are lost. No one can make anyone else happy."
0, belonging,Those who have a strong sense of love and belonging have the courage to be imperfect.
0, horses,"Do you give the horse his strength or clothe his neck with a flowing mane? Do you make him leap like a locust, striking terror with his proud snorting? He paws fiercely, rejoicing in his strength, and charges into the fray. He laughs at fear, afraid of nothing; he does not shy away from the sword. The quiver rattles against his side, along with the flashing spear and lance. In frenzied excitement he eats up the ground; he cannot stand still when the trumpet sounds.""Job 39:19-25"
0, lessons,"sometimes we have absolutely no idea where we are, we need the smallest clue to show us where to begin."
0, motivational,What others think about you is none of your business.
0, happiness,We would do ourselves a tremendous favor by letting go of the people who poison our spirit.
0, in-love,"I Love Loving YouYou are my favorite song; a rhythm of beauty that captures my spirit.You are my favorite poem; an exquisite grouping of ideas set in motion with an unmatched enchanting elegance. You are my best friend; from our laughter to our deep conversations, our moments together are a timeless pleasure.You are my soul mate; a connection so pure, so powerful, that it can only be considered divine. You are my lover; a passionate entwinement, a chorus of ecstasy, and a feeling of complete unity that words could never adequately describe.You are my angel; you remind me of the goodness in this world and inspire me to be the greatest version of myself.You are my home; it is in your loving gaze that I find the comfort, acceptance, and the sense of belonging. You are my love ~ mi amor; there are not enough days in forever to allow me to fully express my love for you.I love loving you."
0, inspirational,"Why are you being so mean?""""Friends tell friends the truth.""""yeah, but not to hurt, to help."
0, friendship,"To those human beings who are of any concern to me I wish suffering, desolation, sickness, ill-treatment, indignities—I wish that they should not remain unfamiliar with profound self-contempt, the torture of self-mistrust, the wretchedness of the vanquished: I have no pity for them, because I wish them the only thing that can prove today whether one is worth anything or not—that one endures."
0, kingdom,All of the great empires of the future will be empires of the mind.
0, inspirational,"The bottom line is, insults only hurt when they come from someone I respect."
0, joy,"We could all do with a bit more joy in our lives couldn't we? The wonderful thing is that when we start spreading joy, we begin to actually experience more joy in our lives too!"
0, inspirational,Arrogance on the part of the meritorious is even more offensive to us than the arrogance of those without merit: for merit itself is offensive.
0, inspirational,Because saving the people you love isn't stupid. It isn't even a choice
0, inspirational,"Above all things physical, it is more important to be beautiful on the inside - to have a big hear and an open mind and a spectacular spleen."
0, eccentric,"Often, moreover, it is...that aspect of our being that society finds eccentric, ridiculous, or disagreeable, that holds our sweet waters, our secret well of happiness, the key to our equanimity in malevolent climes."
0, inspirational,There is something good in all seeming failures. You are not to see that now. Time will reveal it. Be patient.
0, inspirational,"It is not the possession of truth, but the success which attends the seeking after it, that enriches the seeker and brings happiness to him."
0, logic,[The decay of Logic results from an] untroubled assumption that the particular is real and the universal is not.
0, love,"CLAUDIA: I love you as high as the sky and as deep as the sea.MICHAEL: Multiply my love by infinity and take it to the depths of forever, and you still have only a glimpse of how much I feel for you. I love you more."
0, cerulean-sins,"Sometimes you deal with the devil not because you want to, but because if you don't, someone else will."
0, love,"Love never comes with a brochure of rules and regulations, a prospectus with guides of what is acceptable and what is abominable. It’s a standard to follow your heart, and that’s what I did and if doing that hurt you, then I’m sorry… sorry for coming in your life and wasting your time, for causing you an anguish so great that you could not bear the sight of me. Today, I am proud to stand up and honour myself and proclaim to the world… yes, I loved someone more than myself. I loved someone truly, madly, deeply!"
0, motivational,Do you love yourself enough to BE what you love yourself enough to WANT?
0, everyday-life,"You know the world is going crazy when the best rapper is a white guy, the best golfer is a black guy, the tallest guy in the NBA is Chinese, the Swiss hold the America's Cup, France is accusing the U.S. of arrogance, Germany doesn't want to go to war, and the three most powerful men in America are named ""Bush"", ""Dick"", and ""Colin."" Need I say more?"
0, humor,"As long as there was coffee in the world, how bad could things be?"
0, life-lessons,You've got to get obsessed and stay obsessed.
0, humor,We’ll never survive!” “Nonsense. You’re only saying that because no one ever has.
0, humor,"I have never made but one prayer to God, a very short one: Oh Lord, make my enemies ridiculous. And God granted it."", May 16, 1767)"
0, beauty,The human body is the best work of art.
0, humor,We're so busy watching out for what's just ahead of us that we don't take time to enjoy where we are.
0, humor,"Look on the bright side,"" said Simon, ""If they need a human sacrifice, you can always offer me. I'm not sure the rest of you qualify anyway."
0, drugs,Reality is just a crutch for people who can't handle drugs.
0, humor,"We are not going to die."" Butters stared up at me, pale, his eyes terrified. ""We're not?"" ""No. And do you know why?"" He shook his head. ""Because Thomas is too pretty to die. And because I'm too stubborn to die."" I hauled on the shirt even harder. ""And most of all because tomorrow is Oktoberfest, Butters, and polka will never die."
0, humor,"A pessimist is a man who thinks everybody is as nasty as himself, and hates them for it."
0, irony,"If you think this Universe is bad, you should see some of the others."
0, humor,"Well, I have lost you; and I lost you fairly;In my own way, and with my full consent.Say what you will, kings in a tumbrel rarelyWent to their deaths more proud than this one went.Some nights of apprehension and hot weepingI will confess; but that's permitted me;Day dried my eyes; I was not one for keepingRubbed in a cage a wing that would be free.If I had loved you less or played you slylyI might have held you for a summer more,But at the cost of words I value highly,And no such summer as the one before.Should I outlive this anguish, and men do,I shall have only good to say of you."
0, humor,"When life gives you lemons, make lemonade, and then throw it in the face of the person who gave you the lemons until they give you the oranges you originally asked for."
0, life-and-living,Don't bite off more than you can chew because nobody looks attractive spitting it back out.
0, fantasy,"if something is there, you can only see it with your eyes open, but if it isn't there, you can see it just as well with your eyes closed. That's why imaginary things are often easier to see than real ones."
0, drinking,"I like to see the glass as half full, hopefully of jack daniels."
0, thought-provoking,Normal people can become very annoying if put in annoying situations.
0, irony,Give the People what they want - and they'll get what they deserve.
0, humor,"But that was life: Nobody got a guided tour to their own theme park. You had to hop on the rides as they presented themselves, never knowing whether you would like the one you were in line for...or if the bastard was going to make you throw up your corn dog and your cotton candy all over the place."
